@number_of_documents 13
@number_of_classes 11
curriculum,3,0,0,0,0,0,0,0,0,0,1,1
project,1,0,0,0,0,0,0,0,0,0,1,0
held,1,0,0,0,0,0,0,0,0,0,1,0
workshop,2,0,0,0,0,0,0,0,0,0,1,1
subject,1,0,0,0,0,0,0,0,0,0,1,0
order,1,0,0,0,0,0,0,0,0,0,1,0
dialogu,1,0,0,0,0,0,0,0,0,0,1,0
disciplinari,1,0,0,0,0,0,0,0,0,0,1,0
servic,1,0,0,0,0,0,0,0,0,0,1,0
disciplin,2,0,0,0,0,0,0,0,0,0,1,1
microsoft,1,0,0,0,0,0,0,0,0,0,1,0
word,1,0,0,0,0,0,0,0,0,0,1,0
format,1,0,0,0,0,0,0,0,0,0,1,0
compress,1,0,0,0,0,0,0,0,0,0,1,0
full,1,0,0,0,0,0,0,0,0,0,1,0
hous,1,0,0,0,0,0,0,0,0,0,0,1
museum,1,0,0,0,0,0,0,0,0,0,0,1
boston,1,0,0,0,0,0,0,0,0,0,0,1
center,1,0,0,0,0,0,0,0,0,0,0,1
literaci,1,0,0,0,0,0,0,0,0,0,0,1
administr,1,0,0,0,0,0,0,0,0,0,0,1
repres,1,0,0,0,0,0,0,0,0,0,0,1
inspir,2,0,0,0,0,0,0,0,0,0,0,1
gener,1,0,0,0,0,0,0,0,0,0,0,1
innov,1,0,0,0,0,0,0,0,0,0,0,1
nctl,1,0,0,0,0,0,0,0,0,0,0,1
staff,1,0,0,0,0,0,0,0,0,0,0,1
advocaci,1,0,0,0,0,0,0,0,0,0,0,1
standard,1,0,0,0,0,0,0,0,0,0,0,1
leadership,1,0,0,0,0,0,0,0,0,0,0,1
modifi,1,0,0,0,0,0,0,0,0,0,0,1
access,1,0,0,0,0,0,0,0,0,0,0,1
cut,1,0,0,0,0,0,0,0,0,0,0,1
edg,1,0,0,0,0,0,0,0,0,0,0,1
assist,1,0,0,0,0,0,0,0,0,0,0,1
local,1,0,0,0,0,0,0,0,0,0,0,1
addit,1,0,0,0,0,0,0,0,0,0,0,1
assess,1,0,0,0,0,0,0,0,0,0,0,1
onlin,1,0,0,0,0,0,0,0,0,0,0,1
benefit,1,0,0,0,0,0,0,0,0,0,0,1
curricula,1,0,0,0,0,0,0,0,0,0,0,1
elementari,1,0,0,0,0,0,0,0,0,0,0,1
middl,1,0,0,0,0,0,0,0,0,0,0,1
school,1,0,0,0,0,0,0,0,0,0,0,1
classroom,2,0,0,0,0,0,0,0,0,0,0,1
lesson,1,0,0,0,0,0,0,0,0,0,0,1
children,1,0,0,0,0,0,0,0,0,0,0,1
build,2,0,0,0,0,0,0,0,0,0,0,1
algebra,1,0,0,0,0,0,0,0,0,0,0,1
partnership,1,0,0,0,0,0,0,0,0,0,0,1
trainer,1,0,0,0,0,0,0,0,0,0,0,1
model,1,0,0,0,0,0,0,0,0,0,0,1
jointli,1,0,0,0,0,0,0,0,0,0,0,1
understand,2,0,0,0,0,0,0,0,0,0,0,1
core,1,0,0,0,0,0,0,0,0,0,0,1
scientif,1,0,0,0,0,0,0,0,0,0,0,0
action,1,0,0,0,0,0,0,0,0,0,0,0
librari,1,0,0,0,0,0,0,0,0,0,0,0
correct,1,0,0,0,0,0,0,0,0,0,0,0
misconcept,1,0,0,0,0,0,0,0,0,0,0,0
discoveri,1,0,0,0,0,0,0,0,0,0,0,0
satisfi,1,0,0,0,0,0,0,0,0,0,0,0
natur,1,0,0,0,0,0,0,0,0,0,0,0
curios,1,0,0,0,0,0,0,0,0,0,0,0
born,1,0,0,0,0,0,0,0,0,0,0,0
unfortun,1,0,0,0,0,0,0,0,0,0,0,0
instruct,1,0,0,0,0,0,0,0,0,0,0,0
misrepres,1,0,0,0,0,0,0,0,0,0,0,0
fact,1,0,0,0,0,0,0,0,0,0,0,0
memor,1,0,0,0,0,0,0,0,0,0,0,0
rigid,1,0,0,0,0,0,0,0,0,0,0,0
step,1,0,0,0,0,0,0,0,0,0,0,0
procedur,1,0,0,0,0,0,0,0,0,0,0,0
deaden,1,0,0,0,0,0,0,0,0,0,0,0
spirit,1,0,0,0,0,0,0,0,0,0,0,0
inquiri,1,0,0,0,0,0,0,0,0,0,0,0
come,1,0,0,0,0,0,0,0,0,0,0,0
appreci,1,0,0,0,0,0,0,0,0,0,0,0
fascin,1,0,0,0,0,0,0,0,0,0,0,0
intricaci,1,0,0,0,0,0,0,0,0,0,0,0
excit,1,0,0,0,0,0,0,0,0,0,0,0
view,1,0,0,0,0,0,0,0,0,0,0,0
valu,1,0,0,0,0,0,0,0,0,0,0,0
multi,1,0,0,0,0,0,0,0,0,0,0,0
facet,1,0,0,0,0,0,0,0,0,0,0,0
flexibl,1,0,0,0,0,0,0,0,0,0,0,0
cultiv,1,0,0,0,0,0,0,0,0,0,0,0
wai,1,0,0,0,0,0,0,0,0,0,0,0
enthusiast,1,0,0,0,0,0,0,0,0,0,0,0
question,1,0,0,0,0,0,0,0,0,0,0,0
know,1,0,0,0,0,0,0,0,0,0,0,0
fortun,1,0,0,0,0,0,0,0,0,0,0,0
needn,1,0,0,0,0,0,0,0,0,0,0,0
reorgan,1,0,0,0,0,0,0,0,0,0,0,0
entir,1,0,0,0,0,0,0,0,0,0,0,0
simpl,1,0,0,0,0,0,0,0,0,0,0,0
shift,1,0,0,0,0,0,0,0,0,0,0,0
content,1,0,0,0,0,0,0,0,0,0,0,0
differ,1,0,0,0,0,0,0,0,0,0,0,0
overcom,1,0,0,0,0,0,0,0,0,0,0,0
